metID,metName,metFormula,MW
HC02045,"Acyl Coenzyme A-Ld-Pe-Pool","C22H31N7O17P3SR",790.0709978272
HC02046,"Acyl Coenzyme A-Ld-Ps-Pool","C22H31N7O17P3SR",790.0709978272
HC02047,"Acyl Coenzyme A-Ld-Pi-Pool","C22H31N7O17P3SR",790.0709978272
HC02048,"Acyl Coenzyme A-Ld-Sm-Pool","C22H31N7O17P3SR",790.0709978272
HC02050,"Phosphatidate-Ld-Pc-Pool","C5H5O8PR2",223.9722036473
HC02051,"Phosphatidate-Ld-Pe-Pool","C5H5O8PR2",223.9722036473
HC02052,"Phosphatidate-Ld-Ps-Pool","C5H5O8PR2",223.9722036473
HC02053,"Phosphatidate-Ld-Pi-Pool","C5H5O8PR2",223.9722036473
HC02054,"Phosphatidate-Ld-Sm-Pool","C5H5O8PR2",223.9722036473
HC02056,"1,2-Diacylglycerol-Ld-Pc-Pool","C5H6O5R2",146.0215233031
HC02057,"1,2-Diacylglycerol-Ld-Pe-Pool","C5H6O5R2",146.0215233031
HC02058,"1,2-Diacylglycerol-Ld-Ps-Pool","C5H6O5R2",146.0215233031
HC02059,"1,2-Diacylglycerol-Ld-Pi-Pool","C5H6O5R2",146.0215233031
HC02060,"1,2-Diacylglycerol-Ld-Sm-Pool","C5H6O5R2",146.0215233031
HC02061,"Acyl Coenzyme A-Ld-Tg3-Pool","C22H31N7O17P3SR",790.0709978272
HC02063,"Fatty-Acid-Ld-Tg3-Pool","CHO2R",44.9976542763
HC02064,"Fatty-Acid-Ld-Tg2-Pool","CHO2R",44.9976542763
HC02065,"Fatty-Acid-Ld-Tg1-Pool","CHO2R",44.9976542763
HC02066,"Fatty-Acid-Ld-Pc-Pool","CHO2R",44.9976542763
HC02067,"Fatty-Acid-Ld-Pe-Pool","CHO2R",44.9976542763
HC02068,"Fatty-Acid-Ld-Ps-Pool","CHO2R",44.9976542763
HC02069,"Fatty-Acid-Ld-Pi-Pool","CHO2R",44.9976542763
HC02070,"Fatty-Acid-Ld-Sm-Pool","CHO2R",44.9976542763
HC02071,"1-Acylglycerol-Ld-Tg1-Pool","C4H7O4R",119.0344337131
HC02072,"1-Acylglycerol-Ld-Pc-Pool","C4H7O4R",119.0344337131
HC02073,"1-Acylglycerol-Ld-Pe-Pool","C4H7O4R",119.0344337131
HC02074,"1-Acylglycerol-Ld-Ps-Pool","C4H7O4R",119.0344337131
HC02075,"1-Acylglycerol-Ld-Pi-Pool","C4H7O4R",119.0344337131
HC02076,"1-Acylglycerol-Ld-Sm-Pool","C4H7O4R",119.0344337131
HC02079,"Pe-Ps-Ld-Pool","C7H12NO8PR2",269.0300528772
HC02080,"Bile-Pc-Pool","C10H19NO8PR2",312.0848281019
HC02082,"Acyl Coenzyme A-Bile-Pc-Pool","C22H31N7O17P3SR",790.0709978272
HC02084,"1-Acylglycerol-3P-Bile-Pc-Pool","C4H6O7PR",196.9851140573
HC02085,"1,2-Diacylglycerol-Bile-Pc-Pool","C5H6O5R2",146.0215233031
HC02086,"PA(16:0/16:0)","C5H5O8PR2",223.9722036473
HC02089,"Acyl Coenzyme A-Cl-Pool","C22H31N7O17P3SR",790.0709978272
HC02091,"1-Acylglycerol-3P-Cl-Pool","C4H6O7PR",196.9851140573
HC02093,"Phosphatidate-Cl-Pool","C5H5O8PR2",223.9722036473
HC02094,"Cytidine-5-Diphosphate-Diacylglycerol-Cl-Pool","C14H17N3O15P2R2",529.0134899128
HC02097,"3-Oxostearoyl-ACP","X",0
HC02098,"3-Hydroxystearoyl-ACP","C18H35O2SR",315.2357760577
HC02099,"(2E)-Octadecenoyl-ACP","C18H33OSR",297.2252113714
HC02100,"Dihomo-gamma-linolenate","C20H33O2",305.2480553035
HC02108,"4alpha-Methylzymosterol-4-carboxylate","X",0
HC02109,"3-Keto-4-methylzymosterol","C28H44O",396.3392160345
HC02110,"4alpha-Methylzymosterol","C28H46O",398.3548660987
HC02111,"ATP-energy","X",0
HC02112,"NADH-redox-potential","X",0
HC02113,"NADPH-redox-potential","X",0
HC02114,"FADH-redox-potential","X",0
HC02115,"Proton-gradient","X",0
HC02116,"activated-sulphur","X",0
HC02119,"Adenosylmethioninamine-potential","X",0
HC02121,"S-(hydroxymethyl)glutathione(1-)","C11H18N3O7S",336.0865456381
HC02129,"THF-hexaglutamate","X",0
HC02136,"Glycogenin-G7G1","C48H81O41X",1313.4253271062
HC02147,"L-Oleoylcarnitine","X",0
HC02149,"O-Propanoylcarnitine","C10H19NO4",217.1314081035
HC02150,"O-Butanoylcarnitine","X",0
HC02154,"GM4-pool","X",0
HC02160,"GM2-pool","X",0
HC02161,"GM1-pool","X",0
HC02172,"Zinc","Zn",63.9291466
HC02175,"caprate","C10H19O2",171.1385048541
HC02176,"laurate","C12H23O2",199.1698049825
HC02179,"20-hydroxy-arachidonate","C20H31O3",319.2273198614
HC02180,"thromboxane-b2","C20H33O6",369.2277137919
HC02187,"reverse-triiodthyronine","C15H12I3NO4",650.7900368788
HC02191,"lithocholate","C24H39O3",375.2899201182
HC02192,"taurolithocholate","C26H44NO5S",482.2940192181
HC02193,"glycolithocholate","C26H42NO4",432.3113838418
HC02194,"Ursodiol","C24H39O4",391.2848347403
HC02195,"tauroursodeoxycholate","C26H45NO6S",499.2967588723
HC02196,"glycoursodeoxycholate","C26H43NO5",449.314123496
HC02197,"sulfoglycolithocholate(2-)","C26H41NO7S",511.260373366
HC02198,"2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]penta... <Preview truncated at 128 characters>","C26H43NO8S2",561.2430087423
HC02199,"glutathionyl-leuc4","X",0
HC02200,"1-(S-Glutathionyl)-2,4-Dinitrobenzene","C16H17N5O10S",471.0696124827
HC02201,"S-Glutathionyl-Ethacrynic-Acid","C23H25Cl2N3O9S",589.068855527
HC02202,"prostaglandin A1(1-)","C20H31O4",335.2222344835
HC02203,"prostaglandin-a2","C20H29O4",333.2065844193
HC02204,"prostaglandin-b1","C20H31O4",335.2222344835
HC02205,"prostaglandin-b2","C20H29O4",333.2065844193
HC02206,"prostaglandin C1(1-)","C20H31O4",335.2222344835
HC02207,"prostaglandin-c2","C20H29O4",333.2065844193
HC02208,"prostaglandin-d1","C20H33O5",353.2327991698
HC02210,"prostaglandin-d3","C20H29O5",349.2014990414
HC02213,"prostaglandin-e3","C20H29O5",349.2014990414
HC02214,"prostaglandin-f1alpha","C20H35O5",355.248449234
HC02216,"prostaglandin-f2beta","C20H33O5",353.2327991698
HC02217,"prostaglandin-g2","C20H31O6",367.2120637277
HC02220,"sulfochenodeoxycholate","C24H38O7S",470.2338242645
HC02222,"mitoApo-ACP","X",0
HC02223,"mitoACP","X",0
HC02228,"Hexadecenal","C16H30O",238.2296655851
HC10692,"3-oxolaur-cis-5-enoyl-CoA","X",0
HC10695,"Cis-Laur-5-Enoyl Coenzyme A","C33H52N7O17P3S",943.2353235013
HC10782,"3-oxomyrist-7-enoyl-CoA","X",0
HC10784,"Cis-Myrist-7-Enoyl Coenzyme A","C35H56O17P3SN7",971.2666236297
HC10852,"palmitoleyl-CoA(4-)","C37H60N7O17P3S",999.2979237581
HC10853,"3-oxopalmitoleoyl-CoA","X",0
HC10854,"palmitoleoyl-Carnitine","X",0
HC10855,"linoleic-Carnitine","X",0
HC10856,"Trans,Cis-Octadeca-2,9-Dienoyl Coenzyme A","C39H62N7O17P3S",1025.3135738223
HC10857,"(S)-3-Hydroxyoleyleoyl Coenzyme A","C39H64N7O18P3S",1043.3241385086
HC10858,"3-Oxooleoyl Coenzyme A","C39H62N7O18P3S",1041.3084884444
HC10859,"Malonylcarnitine","C10H17NO6",247.1055872835
HC11102,"cis-(3S)-hydroxytetradec-7-enoyl-CoA","X",0
HC12591,"trans,cis-hexadeca-2,9-dienoyl-CoA","X",0
HC12592,"(S)-3-hydroxypalmitoleoyl-CoA","X",0
HC12594,"trans,cis-myristo-2,7-dienoyl-CoA","X",0
HC12596,"trans,cis-dodeca-2,5-dienoyl-CoA","X",0
HC12597,"3(S)-3-hydroxydodecen-(5Z)-oyl-CoA","X",0
hca24g,"Hyocholic acid-24glucuronide, HCA-24G","C30H47O11",583.3118373518
hca6g,"Hyocholic acid-6glucuronide, HCA-6G","C30H47O11",583.3118373518
hchlbctn,"Hydroxychlorobactene","C40H54O",550.4174663555
hchpdnt,"2-Hydroxy-3-chloropenta-2,4-dienoate","C5H4O3Cl",146.9848967047
hcit,"Homocitrate","C7H7O7",203.0191775794
hcl,"hydrochloric acid","HCl",35.9766777421
hco3,"Bicarbonate","CHO3",60.9925688984
hcoumarin,"umbelliferone","C9H6O3",162.0316940589
hcsnact,"Hydrocortisone acetate","C23H32O6",404.2198887598
hctectnt,"(15S)-15-Hydroxy-5,8,11-cis-13-trans-eicosatetraenoate","C20H31O3",319.2273198614
hcys_L,"L-homocysteine","C4H9NO2S",135.0353992283
hdca,"Hexadecanoate (n-C16:0)","C16H31O2",255.2324052393
hdca24g,"Hyodeoxycholic acid-24glucuronide, HDCA-24G","C30H47O10",567.3169227297
hdca6g,"Hyodeoxycholic acid-6glucuronide, HDCA-6G","C30H47O10",567.3169227297
hdcea,"Hexadecenoate (n-C16:1)","C16H29O2",253.2167551751
hdcecrn,"Hexadecenoyl carnitine","C23H43NO4",397.3192088739
hdcoa,"Hexadecenoyl-CoA (n-C16:1CoA)","C37H60N7O17P3S",999.2979237581
hdd2coa,"trans-Hexadec-2-enoyl-CoA","C37H60N7O17P3S",999.2979237581
hdd2crn,"trans-Hexadec-2-enoyl carnitine","C23H43NO4",397.3192088739
hdeACP,"cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)","C27H49N2O8PRS",592.2947237601
hdl_hs,"High Density Lipoprotein","X",0
hdn5ppnt,"Hydantoin-5-propionate","C6H7N2O4",171.0405817235
hdxlamn,"Hydroxylamine","H3NO",33.0214637236
hedepecoa,"2,4,7,10,13-hexadecapentenoylcoa","C37H52N7O17P3S",991.2353235013
hemeO,"Heme O","C49H56FeN4O5",836.3600130289
hepcoa,"heptanoylcoa","C28H44N7O17P3S",875.1727232445
hepdeceth,"Heptadecanoyl Thanolamide (C17:0)","C19H39NO2",313.2980795013
hepdp,"all-trans-Heptaprenyl diphosphate","C35H57O7P2",651.3579522044
hestratriol,"4,17 dihydroxy estradiol","C18H24O3",288.1725446367
hethmpp,"Hydroxy ethyl Thiamin diphosphate","C14H20N4O8P2S",466.0477073496
hexa,"hexa[c]","X",0
hexACP,"Hexanoyl-ACP (n-C6:0ACP)","C17H31N2O8PRS",454.1538731823
hexc,"cerotate","C26H51O2",395.3889058813
hexccoa,"Hexacosanoyl-CoA (n-C26:0CoA)","C47H82N7O17P3S",1141.4700744643
hexccrn,"hexacosanoyl carnitine","C33H65NO4",539.4913595801
hexddcoa,"7,10-hexadecadienoylcoa","C37H58N7O17P3S",997.2822736939
hexde7coa,"7-hexadecenoylcoa","C37H60N7O17P3S",999.2979237581
hexdeceeth,"Hexadecenoyl Ethanolamide, C16:1-Ethanolamide (Delta 9)","C18H35NO2",297.2667793729
hexdectecoa,"2,4,7,10-hexadecatetraenoylcoa","C37H54N7O17P3S",993.2509735655
hexdiac,"hexadecanediocacid","C16H28O4",284.1987593872
hexdicoa,"hexadecanedioylcoa","C37H59N7O19P3S",1030.2799279702
hexdp,"all-trans-Hexaprenyl diphosphate","C30H49O7P2",583.2953519476
hexdpencoa,"2,4,7,10,13-hexadecapentaenoylcoa","C37H52N7O17P3S",991.2353235013
hexdtr,"(Z,Z,Z)-7,10,13-Hexadecatrienoic Acid","C16H25O2",249.1854550467
hexdtrcoa,"7,10,13-hexadecatrienoylcoa","C37H56N7O17P3S",995.2666236297
hexe3coa,"3-hexenoylcoa","C27H40N7O17P3S",859.1414231161
hexgly,"Hexanoyl-Glycine","C8H14NO3",172.0973683209
hexs,"hexanesulfonate","C6H13O3S",165.0585399736
hf,"Hydrogen fluoride","F",0
hg,"Mercury","H2Hg",2.0156500642
hg2,"Hg2+","Hg",0
hgbam,"Hydrogenobyrinate a,c diamide","C45H58N6O12",874.4112713582
hgbyr,"Hydrogenobyrinate","C45H54N4O14",874.3636524636
hgentis,"homogentisate","C8H7O4",167.0344337131
hhlipa,"heptosyl-heptosyl-kdo2-lipidA","C124H220N2O51P2",2615.4158238195
hhxdcal,"2-Hydroxyhexadecanal","C16H32O2",256.2402302714
hibcoa,"S__3_Hydroxyisobutyryl_CoA","C25H39N7O18P3S",850.1285127061
hicit,"Homoisocitrate (iMM904)","C7H7O7",203.0191775794
his_L,"L-histidine","C6H9N3O2",155.0694765487
hisargcys,"Histidyl-Arginyl-Cysteine","C15H27N8O4S",415.1875970867
hisargser,"Histidyl-Arginyl-Serine","C15H27N8O5",399.2104410188
hisasp,"Histidyl-Aspartate","C10H13N4O5",269.0885945486
hiscyscys,"Histidyl-Cystyl-Cysteine","C12H19N5O4S2",361.0878455043
hisglnala,"Histidyl-Glutaminyl-Alanine","C14H22N6O5",354.1651678479
hisglu,"Histidyl-Glutamate","C11H15N4O5",283.1042446128
hisglugln,"Histidyl-Glutamyl-Glutamine","C16H23N6O7",411.1628221242
hisglylys,"Histidyl-Lysyl-Lysine","C14H25N6O4",341.1937283221
hishislys,"Histidyl-Histidyl-Lysine","C18H29N8O4",421.2311764609
hislysala,"Histidyl-Lysyl-Alanine","C15H27N6O4",355.2093783863
hislysglu,"Histidyl-Lysyl-Glutamate","C17H28N6O6",412.2070326626
hislysile,"Histidyl-Lysyl-Isoleucine","C18H33N6O4",397.2563285789
hislysthr,"Histidyl-Lysyl-Threonine","C16H29N6O5",385.2199430726
hislysval,"Histidyl-Lysyl-Valine","C17H31N6O4",383.2406785147
hismet,"Histidyl-Methionine","C11H18N4O3S",286.1099611549
hismetgln,"Histidyl-Methionyl-Glutamine","C16H26N6O5S",414.1685386663
hisp,"L-Histidinol phosphate","C6H11N3O4P",220.0487173671
hisphearg,"Histidyl-Phenylalanyl-Arginine","C21H31N8O4",459.2468265251
hisprolys,"Histidyl-Prolyl-Lysine","C17H29N6O4",381.2250284505
hista,"Histamine","C5H10N3",112.0874723366
histd,"L-Histidinol","C6H12N3O",142.0980370229
histl_L,"L-Histidinal","C6H10N3O",140.0823869587
histrna,"L-Histidyl-tRNA(His)","C6H8N3OR",138.0667368945
histrphis,"Histidyl-Tryptophanyl-Histidine","C23H26N8O4",478.2077013646
hkmpp,"2-Hydroxy-3-keto-5-methylthiopentenyl-1-phosphate","C6H9O6PS",239.9857452215
hkndd,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate","C9H8O6",212.0320879894
hkntd,"2-hydroxy-6-ketononatrienedioate","C9H6O6",210.0164379252
hlipa,"heptosyl-kdo2-lipidA","C117H208N2O45P2",2423.3524357017
hLkynr,"3-hydroxy-L-kynurenine","C10H12N2O4",224.079706884
hmanthnt,"3-Hydroxy-4-methylanthranilate","C8H8NO3",166.0504181283
hmbil,"Hydroxymethylbilane","C40H38N4O17",846.2231958163
hmcarn,"Homocarnosine","C10H16N4O3",240.1222404007
hmcr,"Homocitrulline","C7H15N3O3",189.1113413634
hmeth,"Homomethionine","C6H13NO2S",163.0666993567
hmfurn,"4-hydroxy-5-methyl-3(2H)-furanone","C5H6O3",114.0316940589
hmgcoa,"Hydroxymethylglutaryl-CoA","C27H39N7O20P3S",906.1183419503
hmgth,"hydroxymethylglutathione","C11H18N3O7S",336.0865456381
hmma,"N-Methylhexanamide","C7H15NO",129.1153641088
hmppp9mme,"13(1)-Hydroxy-Mg-protoporphyrin IX 13-monomethyl ester","C35H33N4O5Mg",613.2301370906
hmpsuccoa,"(Hydroxymethylphenyl)succinyl-CoA","C32H42N7O20P3S",969.1418170466
hmthurea,"N-(Hydroxymethyl)urea","C2H6N2O2",90.0429274472
hnifedipine,"hydroxy nifedipine","C17H18N2O7",362.1114009429
hoacoa,"3-hydroxyadipyl-CoA","C27H40N7O20P3S",907.1261669824
hololys2,"Holo-Lys2","HRS",32.9798957221
hom_L,"L-homoserine","C4H9NO3",119.0582431604
homogal,"Homogalacturonan, 100 galacturonate residues. Assumed to be methylated/ acetylated in every 5th residue. Citrus HG consists of 7... <Preview truncated at 128 characters>","C660H840O660",19323.21667755
homoval,"Homovanillate","C9H9O4",181.0500837773
hpdca,"margarate","C17H33O2",269.2480553035
hpdcacoa,"heptadecanoyl coa","C38H64N7O17P3S",1015.3292238865
hpdcacrn,"heptadecanoyl carnitine","C24H47NO4",413.3505090023
hpdece,"Trans-Delta-2-Heptadecanoic Acid","C15H27O2",239.2011051109
hpdececoa,"Trans-Delta-2-Heptadecanoyl Coenzyme A","C36H58N7O17P3S",985.2822736939
hpglu,"Tetrahydropteroyltri-L-glutamate","C29H33N9O12",699.2248675713
hphaccoa,"4-Hydroxyphenylacetyl-CoA","C29H38N7O18P3S",897.120687674
hphebafn,"2-(2-Hydroxyphenyl)benzenesulfinate","C12H9O3S",233.0272398452
hphethamn,"p-Hydroxyphenylethanolamine","C8H12NO2",154.0868036346
hphhlipa,"heptosyl-phospho-heptosyl-heptosyl-kdo2-lipidA","C131H231N2O60P3",2885.4298922815
hphodcnt,"(9S,10S)-10-Hydroxy-9-(phosphonooxy)octadecanoate","C18H35O7P",394.2120399882
hphtho,"4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one","C10H11NO3",193.0738932246
hpyr,"3-hydroxypyruvate","C3H3O4",103.0031335847
hpyraldp,"Hydroxypyruvaldehyde phosphate","C3H3O6P",165.9667243389
hqn,"Hydroquinone","C6H6O2",110.0367794368
hretn,"4 hydroxy retinoic acid","C20H27O3",315.196019733
hs,"heparan sulfate, free chain","C79H114N5O102S12",3148.0535634196
hs_deg1,"heparan sulfate, degradation product 1","C79H115N5O99S11",3069.1045738954
hs_deg10,"heparan sulfate, degradation product 10","C55H80N3O70S8",2158.0558136506
hs_deg11,"heparan sulfate, degradation product 11","C55H81N3O67S7",2079.1068241264
hs_deg12,"heparan sulfate, degradation product 12","C55H82N3O64S6",2000.1578346022
hs_deg13,"heparan sulfate, degradation product 13","C55H83N3O61S5",1921.208845078
hs_deg14,"heparan sulfate, degradation product 14","C57H84N3O62S5",1962.2115847322
hs_deg15,"heparan sulfate, degradation product 15","C49H71N2O57S5",1759.1322121992
hs_deg16,"heparan sulfate, degradation product 16","C49H72N2O54S4",1680.183222675
hs_deg17,"heparan sulfate, degradation product 17","C43H65N2O48S4",1505.1589597177
hs_deg18,"heparan sulfate, degradation product 18","C43H66N2O45S3",1426.2099701935
hs_deg19,"heparan sulfate, degradation product 19","C43H67N2O42S2",1347.2609806693
hs_deg2,"heparan sulfate, degradation product 2","C79H116N5O96S10",2990.1555843712
hs_deg20,"heparan sulfate, degradation product 20","C45H68N2O43S2",1388.2637203235
hs_deg21,"IdoA2S-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose","C37H55NO38S2",1185.1843477905
hs_deg22,"IdoA-beta-1,4-GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose","C37H56NO35S",1106.2353582663
hs_deg23,"GlcNAc(3S)-alpha-1,4-GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose","C31H49NO29S",931.211095309
hs_deg24,"GlcNAc-GlcA-(Gal)2-Xyl","C31H50NO26",852.2621057848
hs_deg25,"GlcA-beta-1,3-Gal-beta-1,3-Gal-beta-1,4-Xylose","C23H37O21",649.1827332518
hs_deg3,"heparan sulfate, degradation product 3","C81H117N5O97S10",3031.1583240254
hs_deg4,"heparan sulfate, degradation product 4","C73H104N4O92S10",2828.0789514924
hs_deg5,"heparan sulfate, degradation product 5","C67H97N4O86S10",2653.0546885351
hs_deg6,"heparan sulfate, degradation product 6","C67H98N4O83S9",2574.1056990109
hs_deg7,"heparan sulfate, degradation product 7","C67H99N4O80S8",2495.1567094867
hs_deg8,"heparan sulfate, degradation product 8","C69H100N4O81S8",2536.1594491409
hs_deg9,"heparan sulfate, degradation product 9","C61H87N3O76S8",2333.0800766079
hs_pre1,"heparan sulfate, precursor 1","C31H49NO25X",835.2593661306
hs_pre10,"(GlcN2S-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C79H121N5O77S4X",2499.4589075718
hs_pre11,"(GlcN2S-IdoA-GlcN2S-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C79H121N5O77S4X",2499.4589075718
hs_pre12,"GlcN2S-IdoA-GlcN2S-GlcA2S-GlcN2S-IdoA2S-GlcN2S-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C79H119N5O83S6X",2657.3568866202
hs_pre13,"GlcN2S-IdoA-GlcN2,6diS-GlcA2S-GlcN2,6diS-IdoA2S-GlcN2,6diS-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C79H116N5O92S9X",2894.2038551928
hs_pre14,"heparan sulfate, precursor 14","C79H115N5O95S10X",2973.152844717
hs_pre15,"heparan sulfate, precursor 15","C79H114N5O98S11X",3052.1018342412
hs_pre2,"heparan sulfate, precursor 2","C37H56NO31X",1010.2836290879
hs_pre3,"GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C45H69N2O36X",1213.3630016209
hs_pre4,"GlcA-GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C51H76N2O42X",1388.3872645782
hs_pre5,"(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C59H89N3O47X",1591.4666371112
hs_pre6,"GlcA-(GlcNAc-GlcA)2-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C65H96N3O53X",1766.4909000685
hs_pre7,"(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C73H109N4O58X",1969.5702726015
hs_pre8,"GlcA-(GlcNAc-GlcA)3-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C79H116N4O64X",2144.5945355588
hs_pre9,"(GlcNAc-GlcA)4-GlcNAc-GlcA-Gal-Gal-Xyl-L-Ser (protein)","C87H129N5O69X",2347.6739080918
hspdn,"Hydroxyspheroidene","C41H62O2",586.4749812344
hspdnn,"Hydroxyspheroidenone","C41H60O3",600.4542457923
hspg,"heparan sulfate proteoglycan","C79H113N5O101S12X",3131.0508237654
hspg_degr_1,"Heparan sulfate degradation product 1","C24H33O36N2S5",1084.9416539153
hspg_degr_10,"Heparan sulfate degradation product 10","C43H66N2O38SX",1250.3014264588
hspg_degr_11,"Heparan sulfate degradation product 11","C43H67N2O35X",1171.3524369346
hspg_degr_12,"Heparan sulfate degradation product 12","C37H56NO31X",1010.2836290879
hspg_degr_13,"Heparan sulfate degradation product 13","C31H49NO25X",835.2593661306
hspg_degr_14,"Heparan sulfate degradation product 14","C23H36O20X",632.1799935976
hspg_degr_15,"Heparan sulfate degradation product 15","C17H29O14X",457.1557306403
hspg_degr_2,"Heparan sulfate degradation product 2","C49H71N2O56S5X",1743.1372975771
hspg_degr_3,"Heparan sulfate degradation product 3","C18H26O30N2S5",909.917390958
hspg_degr_4,"Heparan sulfate degradation product 4","C18H28O24N2S3",752.0194119096
hspg_degr_5,"Heparan sulfate degradation product 5","C18H29O21N2S2",673.0704223854
hspg_degr_6,"Heparan sulfate degradation product 6","C18H31O15N2",515.172443337
hspg_degr_7,"Heparan sulfate degradation product 7","C49H71N2O50S3X",1583.2236684645
hspg_degr_8,"Heparan sulfate degradation product 8","C43H64N2O44S3X",1408.1994055072
hspg_degr_9,"Heparan sulfate degradation product 9","C43H65N2O41S2X",1329.250415983
hspg_rest,"Undegradable product Heparan sulfate","C5H9O4X",133.0500837773
hspmd,"Homospermidine","C8H24N3",162.197022786
hst,"Hesperetin","C16H14O6",302.079038182
hst_3_glc,"Hesperetin 3-O-Glucuronide (Aglycone Of Hesperidin)","C22H21O12",477.1033011393
hst_3_s,"Hesperetin 3-O-Sulfate","C16H13O9S",381.0280277062
hst_37_diglc,"Hesperetin 3,7-Diglucuronide","C28H28O18",652.1275640966
hst_3glc_7s,"Hesperetin 3-O-Glucuronide 7-Sulfate","C22H21O15S",557.0601156956
hst_7_glc,"Hesperetin 7-O-Glucuronide (Aglycone Of Hesperidin)","C22H21O12",477.1033011393
hst_7_s,"Hesperetin 7-O-Sulfate","C16H13O9S",381.0280277062
hst_7glc_3s,"Hesperetin 7-O-Glucuronide 3-Sulfate","C22H21O15S",557.0601156956
hsxnthn,"Hydroxyspirilloxanthin","C41H58O2",582.443681106
htaxol,"6 alpha hydroxy taxol/ 6 alpha hydroxy paclitaxel","C47H31NO15",849.1693693318
hx2coa,"trans-Hex-2-enoyl-CoA","C27H40N7O17P3S",859.1414231161
hxa,"Hexanoate (n-C6:0)","C6H11O2",115.0759045973
hxal,"hexanal","C6H12O",100.0888150073
hxan,"Hypoxanthine","C5H4N4O",136.0385107713
hxcoa,"Hexanoyl-CoA (n-C6:0CoA)","C27H42N7O17P3S",861.1570731803
hxdcal,"hexadecanal","C16H32O",240.2453156493
hxhmmthn,"Hexahomomethionine","C11H23NO2S",233.1449496777
hxs,"Hexose","C6H12O6",180.0633881178
hymcrmn,"Hymecromone","C10H8O3",176.0473441231
hyochol,"Hyocholic acid; gamma-Muricholate","C24H39O5",407.2797493624
hyptaur,"Hypotaurine","C2H7NO2S",109.0197491641
i,"iodide","I",126.904468
i14tca1,"Isotetradecanoyllipoteichoic acid (n=24), linked, unsubstituted","C115H224O135P24",4508.4365574139
i14tcaacgam,"Isotetradecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine","C307H536N24O255P24",9382.3414982059
i14tcaala_D,"Isotetradecanoyllipoteichoic acid (n=24), linked, D-alanine substituted","C187H320O135N24P24",5805.2615366203
i14tcaglc,"Isotetradecanoyllipoteichoic acid (n=24), linked, glucose substituted","C259H464O255P24",8397.7043197699
i15tca1,"Isopentadecanoyllipoteichoic acid (n=24), linked, unsubstituted","C117H228O135P24",4536.4678575423
i15tcaacgam,"Isopentadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine","C309H540N24O255P24",9410.3727983343
i15tcaala_D,"Isopentadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted","C189H324O135N24P24",5833.2928367487
i15tcaglc,"Isopentadecanoyllipoteichoic acid (n=24), linked, glucose substituted","C261H468O255P24",8425.7356198983
i16tca1,"Isohexadecanoyllipoteichoic acid (n=24), linked, unsubstituted","C119H232O135P24",4564.4991576707
i16tcaacgam,"Isohexadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine","C311H544N24O255P24",9438.4040984627
i16tcaala_D,"Isohexadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted","C191H328O135N24P24",5861.3241368771
i16tcaglc,"Isohexadecanoyllipoteichoic acid (n=24), linked, glucose substituted","C263H472O255P24",8453.7669200267
i17tca1,"Isoheptadecanoyllipoteichoic acid (n=24), linked, unsubstituted","C121H236O135P24",4592.5304577991
i17tcaacgam,"Isoheptadecanoyllipoteichoic acid (n=24), linked, N-acetyl-D-glucosamine","C313H548N24O255P24",9466.4353985911
i17tcaala_D,"Isoheptadecanoyllipoteichoic acid (n=24), linked, D-alanine substituted","C193H332O135N24P24",5889.3554370055
i17tcaglc,"Isoheptadecanoyllipoteichoic acid (n=24), linked, glucose substituted","C265H476O255P24",8481.7982201551
iacmbn,"Isoandrocymbine","C21H25NO5",371.1732729182
iadn,"Icosadienoic acid","C20H35O2",307.2637053677
